index,id,artist,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
157,1Fh2slksBn9TpTu3tSHSMa,George Ezra,"Anyone For You (Tiger Lily) - Acoustic",0.63,0.477,8,-5.756,1,0.0331,0.836,0,0.103,0.717,92.946,203870,4
158,55oLoWqGQ3unkMunMzgKeY,Andreas Moe,"Second Wind",0.586,0.474,0,-8.421,0,0.0274,0.122,0,0.111,0.404,76.003,227189,4
159,1b4QFVYQHqmLMn7exYauCj,Andreas Moe,"How Many Miles Away?",0.625,0.472,2,-10.77,1,0.0392,0.703,0.0000166,0.0874,0.244,129.022,287280,4
160,4ltyZZtnOj9PtqOvDtOd4t,The Paper Kites,"Midtown Waitress",0.57,0.47,6,-11.091,1,0.0372,0.369,0.00598,0.151,0.0958,90.963,318667,4
161,7AkPusgKsrTqbOcTTbRnFr,Novo Amor,"Halloween",0.649,0.467,5,-6.589,1,0.0304,0.874,0.0000168,0.114,0.353,106.549,154773,4
162,1teEKotmDNiPOECzlV9Q9P,Andreas Moe,"All We Know",0.554,0.467,11,-8.936,1,0.0369,0.514,0.00000832,0.102,0.314,144.038,212267,4
163,54hznmb8FaTCdwZvRGGUu9,Emily James,"Past Tense",0.684,0.465,1,-8.135,1,0.0371,0.768,0,0.108,0.572,144.962,203973,4
164,3AjlWSiT9RBW9JMZOvZkpe,Emily James,"Think I'm Gonna Make It",0.571,0.464,2,-7.463,1,0.0395,0.671,0.00000267,0.396,0.463,109.838,174413,4
165,0iULaBlXOJFxqXPWDE325p,ISLAND,"Just That Time of the Night",0.415,0.454,11,-6.58,1,0.025,0.0636,0.00257,0.107,0.191,66.39,260101,4
166,3eJ5D9HNQAJfHqUFCz8hi9,The Intermission Project,"Sorry",0.616,0.451,2,-8.787,1,0.0663,0.617,0,0.345,0.701,99.586,170092,4
167,5o792XuwxIxqwr73ZsACfJ,Jordy Searcy,"Why Can't We Be Friends?",0.79,0.448,0,-6.973,1,0.0594,0.522,0.00000388,0.077,0.659,82.048,207653,4
168,170sne6Q3FktcEFxfK6oTR,Passenger,"Young as the Morning Old as the Sea",0.663,0.447,3,-10.859,0,0.0348,0.653,0.0719,0.112,0.825,105.788,206092,4
169,4R1Y1sR53VJoqLjiJkaKrW,Norah Jones,"Those Sweet Words - Live",0.405,0.446,2,-9.951,1,0.042,0.875,0.0000717,0.939,0.392,183.701,230147,4
170,1xgT3Hn05j9ypY3lNuCfqc,Charlie Finch,"Into the Woods",0.553,0.437,0,-10.041,1,0.0325,0.523,0.000131,0.051,0.104,121.063,262053,4
171,6VoonmHLcrkzKEfPWnV5SE,Ben Rector,"Sailboat",0.455,0.434,10,-5.824,1,0.0339,0.324,0,0.0955,0.409,114.823,238573,5
172,0E5qs1cpZclZrTRAlhuyMh,Emily James,"I'm Not In Love",0.736,0.426,10,-7.556,1,0.0373,0.723,0.00000255,0.111,0.309,95.913,187067,4
173,2rBIC9Uc5qZeBjJvWulFTN,Jordy Searcy,"Fire",0.655,0.424,9,-9.389,1,0.029,0.676,0.0114,0.0994,0.666,144.047,189600,4
174,3eNSC9m8CukWPWdef8znPg,Stephen Sanchez,"Mountain Peaks",0.473,0.424,7,-8.144,1,0.0355,0.671,0.00000813,0.336,0.297,118.073,208400,4
175,44alNkXsYnTyPnkMdohBcx,The Paper Kites,"Bloom (Online Bonus Track)",0.581,0.421,1,-9.792,1,0.0245,0.894,0.000491,0.119,0.433,95.969,209817,4
176,48Rz0VfdkUPwW81e70c8lZ,The YChromes,"Good Things Fall Apart",0.536,0.421,10,-10.655,1,0.0352,0.125,0,0.252,0.553,143.846,167083,4
177,2LTl1pU074hnzAdy0SpHAb,Coldplay,"The Scientist",0.572,0.419,5,-7.991,1,0.024,0.737,0.000015,0.11,0.209,146.409,311427,4
178,55zgIXyhi8z6snmSx0iXQi,ISLAND,"Feels Like Air",0.368,0.417,2,-7.739,1,0.0323,0.338,0.00575,0.0917,0.0792,126.735,342120,4
179,23KE83mQ6w9bk6bdMCZ0CU,Wild Rivers,"I Do - Bonus Track",0.889,0.416,11,-8.868,0,0.107,0.224,0,0.257,0.563,127.98,184444,4
180,4xq4DzQf2XkTKXwVZ5S7FT,The Paper Kites,"Bleed Confusion",0.562,0.414,2,-11.157,1,0.0314,0.887,0.515,0.106,0.0574,74.958,261027,4
181,4bsDH8p2my1U5QDMZpBxYT,The Paper Kites,"Flashes",0.677,0.413,8,-13.994,1,0.0269,0.672,0.502,0.108,0.256,112.027,244600,4
182,40FTPUBd1fWmaoWKdWteYl,The Lumineers,"In The Light",0.688,0.411,9,-9.625,1,0.0275,0.835,0.0272,0.1,0.253,97.722,231868,4
183,16u9nt8ZyBfrf3M4tnt6Td,Jordy Searcy,"Morning Glow",0.47,0.408,4,-8.269,1,0.0402,0.703,0.0131,0.219,0.32,79.762,302467,3
184,4GvCKO2vlWeMpI46X8xQKK,Lewis Capaldi,"Someone You Loved",0.501,0.405,1,-5.679,1,0.032,0.751,0,0.105,0.447,109.889,182173,4
185,57Gcs9Mo5wvO8gvp3fsle5,Andreas Moe,"Wholeheartedly",0.422,0.399,4,-9.934,1,0.028,0.624,0.000254,0.101,0.505,97.043,191573,4
186,0HtGPWuefVqjV64QTD5i0v,Emily James,"Lighten Up",0.812,0.397,4,-7.981,1,0.0558,0.546,0,0.133,0.793,123.914,209490,4
187,6fjLKdbtosUNaCfypOPqvn,The Paper Kites,"Without Your Love (feat. Julia Stone)",0.617,0.395,2,-9.855,1,0.0245,0.794,0.742,0.0865,0.236,93.953,210725,4
188,3lw0CSMQ88LcN0ZMP6DlWi,Gregory Alan Isakov,"That Moon Song",0.255,0.394,2,-12.609,1,0.0309,0.653,0.1,0.148,0.267,145.315,214227,3
189,5cKQeqXKhyclhejXHMlrI4,Passenger,"Everything",0.404,0.393,7,-8.132,1,0.0285,0.409,0.000248,0.319,0.311,129.701,214168,4
190,1ixD29DWr5eSZ1vZROT40I,Riley Pearce,"Human",0.711,0.392,4,-9.964,1,0.0365,0.768,0.0000284,0.237,0.659,111.026,170242,4
191,3TKjLfmtDd0hhTU2D3UjsF,Morningsiders,"How Good It Is",0.649,0.392,0,-5.993,1,0.0274,0.578,0.0000543,0.0963,0.237,113.186,194523,3
192,7JrhgIcZbn8NEU7mLSmjNH,Passenger,"The Long Road",0.404,0.391,2,-12.002,1,0.0751,0.835,0.000281,0.103,0.392,86.85,232199,4
193,3eDo0sBUGqFUnnScLAUy0f,Emily James,"Brooklyn",0.54,0.384,10,-9.742,1,0.0457,0.766,0.00021,0.116,0.367,180.078,170960,4
194,4abEe6s1Ja2qSxqC6BUzn1,The Paper Kites,"Halcyon",0.633,0.382,2,-13.637,1,0.0256,0.806,0.161,0.0829,0.2,101.012,239080,4
195,6Y5chnfpGt3f6HM5xA8Pd1,Wild Rivers,"Call It a Night",0.578,0.38,9,-7.403,1,0.0336,0.592,0,0.107,0.338,144.398,247794,4
196,1OqpsF9qZ8tpiwiywtCiif,The National Parks,"Ghosts - Campfire Version",0.586,0.378,0,-8.71,1,0.0264,0.241,0.000228,0.0713,0.42,138.948,271696,4
197,7ldIYiFIvxPyTiy0iO9UqV,The Paper Kites,"Featherstone",0.804,0.377,8,-13.673,1,0.0366,0.866,0.021,0.104,0.641,124.91,229627,4
198,7onS7sAXzPt7Qf3ngWqu8Q,Jordy Searcy,"Better",0.585,0.377,2,-8.212,1,0.0731,0.601,0.00000299,0.15,0.574,129.668,210520,4
199,2p5peGFsiSfp155oGdEdqZ,Elina,"I Don’t Know Love",0.54,0.372,9,-8.653,1,0.0284,0.0857,0.0000169,0.107,0.375,125.956,253693,4
200,3P45QCRDLss7RA2Zg4yj4I,Emily James,"I Saw Your Face",0.61,0.366,4,-10.163,1,0.0609,0.878,0,0.153,0.144,75.936,215017,4
201,7rpZJ7nSe2m5he3OHEz8Yv,Ben Rector,"Paris",0.659,0.364,2,-8.83,1,0.0406,0.399,0.0000207,0.123,0.201,129.926,187680,4
202,2jdAk8ATWIL3dwT47XpRfu,John Mayer,"Slow Dancing in a Burning Room",0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,242000,5
203,608JEuAS9UXSt39HvUw9aX,Twiceyoung,"Slow Down",0.394,0.358,10,-11.483,1,0.0322,0.807,0.00000368,0.118,0.248,155.343,217153,4
204,6OPCPWHHpFeRm60hiZuRrP,Wild Rivers,"Already Gone",0.587,0.353,10,-12.719,1,0.031,0.781,0.000108,0.0901,0.263,95.379,222823,4
205,1HbcclMpw0q2WDWpdGCKdS,Ed Sheeran,"Tenerife Sea",0.53,0.346,8,-10.497,1,0.0376,0.697,0.0000107,0.105,0.359,121.876,241347,4
206,5NsvxfpGzOXalL32GAH8Fr,Passenger,"Whispers",0.423,0.346,2,-8.916,1,0.0314,0.0906,0.0000564,0.101,0.186,149.352,242031,4
207,1C4VJyyTv66D32uIHkrAdC,Ed Prosek,"Ever After (Wedding Song)",0.543,0.343,8,-10.535,1,0.0453,0.649,0,0.0808,0.683,159.715,203861,4
208,0JXmh947In51NEtBgQyud4,Jordy Searcy,"Jenny - Live in Nashville, 2017",0.59,0.341,1,-10.332,1,0.0653,0.324,0,0.117,0.508,91.348,266405,4
209,3sz2roCk5tyGeMhHftbJye,Jordy Searcy,"All Night",0.579,0.34,4,-11.059,1,0.048,0.888,0.00492,0.43,0.364,92.975,202773,4
210,0bYDebBlQxsDR4hCgbbpOW,John Mayer,"I'm Gonna Find Another You",0.511,0.34,9,-9.928,1,0.0299,0.821,0.00876,0.0763,0.269,75.328,163027,3
211,2tTFLd7fZCB2yCQM2fhJ8s,Hazlett,"My Skin",0.569,0.336,8,-10.601,1,0.044,0.863,0.0000547,0.0924,0.338,163.692,216963,4
212,7Afr3PKTtlFGHGiXYgnv6P,Ben Rector,"I Like You",0.624,0.334,3,-11.89,1,0.0391,0.321,0.00000327,0.113,0.397,157.92,138507,4
213,2Dad2dzctBwgh4EvrYkq5M,Passenger,"Heart's on Fire",0.416,0.329,6,-12.323,1,0.0293,0.641,0.0004,0.132,0.152,146.173,253160,4
214,05FiTaRgf61OkgSDiN9RXR,Ed Sheeran,"Give Me Love",0.528,0.328,1,-9.872,1,0.046,0.694,0,0.112,0.111,116.069,526387,4
215,3SktMqZmo3M9zbB7oKMIF7,John Mayer,"Gravity",0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,245827,3
216,6hZmapFfbOBqQiKR4eMcbJ,The Collection,"Sing of the Moon",0.319,0.325,7,-8.753,0,0.0343,0.7,0.00528,0.115,0.0996,82.253,246367,4
217,42UaitnwvuKqNcD5Oa2HlD,Wild Rivers,"Thinking 'Bout Love",0.733,0.324,5,-8.122,1,0.033,0.479,0,0.067,0.388,141.8,199391,4
218,0vXx9GT0HPlkEsdkpfylU6,Ed Sheeran,"Afterglow",0.641,0.324,11,-5.851,1,0.0299,0.698,0,0.328,0.273,110.184,185487,4
219,7DZ8n63a46dU6iUyN9OeRl,Passenger,"The Way That I Love You - Single Version",0.508,0.323,1,-13.239,1,0.0347,0.714,0.0000193,0.118,0.472,120.861,159761,4
220,3uVEtIOcyE7rGAqcWJt95h,Lewis Capaldi,"Bruises",0.746,0.322,1,-7.922,0,0.0798,0.944,0,0.197,0.321,110.774,220200,4
221,0A3zAuF47kvuDVmnwPd1g1,The Paper Kites,"The Mortal Boy King",0.62,0.322,2,-10.868,1,0.0382,0.204,0.153,0.092,0.154,89.822,305227,4
222,2RdcyZsOisQLRE8L2K456O,Emily James,"what do i",0.454,0.319,11,-8.995,0,0.0316,0.244,0.000474,0.0963,0.195,69.772,223777,4
223,6C9hKHg0L0JffoqL9uceE8,The Intermission Project,"I've Been Waiting",0.518,0.316,6,-7.742,1,0.0456,0.668,0,0.0883,0.42,135.831,147402,3
224,3MXJ1xMir1HdLkFRXPsewv,The Paper Kites,"Turns Within Me,Turns Without Me",0.412,0.316,6,-14.083,1,0.0257,0.884,0.152,0.132,0.363,84.773,233707,4
225,1xVi1xnR1B6EECYOd5GUwI,Emily James,"Lovely Enough",0.665,0.315,9,-6.989,1,0.0341,0.74,0,0.106,0.155,76,208133,1
226,38zsOOcu31XbbYj9BIPUF1,Elton John,"Your Song",0.552,0.315,3,-11.028,1,0.0299,0.828,0.00000552,0.101,0.324,128.187,241787,4
227,3kO5Qsd9257k7ie7lFcFDr,Emily James,"In a Week",0.692,0.313,0,-9.855,1,0.0304,0.696,0.0000214,0.0996,0.218,80.006,195860,4
228,7Hgn6MVuZTVHL17KlBsoSa,Drew Holcomb,"Hung the Moon",0.428,0.309,0,-6.888,1,0.0296,0.706,0.000287,0.11,0.35,141.088,190613,4
229,5w3VUZNrbbbfURsJ8CPbQy,The Lumineers,"My Eyes",0.38,0.309,11,-8.337,1,0.0371,0.852,0.0000263,0.113,0.0906,187.752,216600,3
230,2RcEpOohSehGSfXnx9eA5k,Hazlett,"Hesitate",0.587,0.307,4,-14.871,1,0.0317,0.748,0,0.0901,0.168,96.938,249599,4
231,7wF4asYZw8cAHEljYd2Wid,Ben Rector,"Forever Like That",0.592,0.304,8,-9.833,1,0.0298,0.564,0,0.107,0.307,114.72,254027,3
232,5zT5cMnMKoyruPj13TQXGx,Amber Run,"I Found",0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,273000,4
233,5Ewz5ms8XpjtkihWFLnJJs,The Paper Kites,"Paint",0.554,0.303,4,-13.05,1,0.0366,0.893,0.00207,0.119,0.396,77.295,191773,4
234,4S5LEWgXWQkqC2EEOmRCF9,Ben Rector,"Life Keeps Moving On",0.749,0.301,9,-10.641,1,0.0471,0.78,0,0.0923,0.301,115.968,196547,4
235,7xKH2vppMfhWsx6u7BFDIt,Jordy Searcy,"Molly",0.754,0.299,3,-12.094,1,0.0864,0.935,0.0128,0.11,0.749,100.502,184000,4
236,4Tm5i27TUx2y3mCz9OweLR,The National Parks,"Open Skies (Wildflower)",0.605,0.295,7,-10.281,1,0.0294,0.238,0.0000923,0.144,0.368,123.809,217795,4
237,00cBcYOlnHoXX9ver3cmdE,JP Saxe,"A Little Bit Yours",0.598,0.295,1,-8.553,1,0.0276,0.735,0,0.107,0.314,87.025,225680,4
238,0NL2M63Em2rH5PD8idftkm,Andreas Moe,"Tangled Vine",0.426,0.294,3,-11.497,1,0.0351,0.928,0.00452,0.111,0.452,127.759,182264,4
239,20zcj4PSozTDNFGjML8fJS,Gregory Alan Isakov,"Idaho",0.518,0.292,11,-14.201,0,0.0265,0.811,0.622,0.119,0.194,133.757,282587,4
240,3yXeVwlkiat9lJmU3gWNU3,ISLAND,"Interlude",0.418,0.285,2,-12.143,1,0.03,0.628,0.38,0.34,0.21,127.332,138467,4
241,2iCcbMCYkRYIHatUoWfKIL,Andreas Moe,"Rise & Fall",0.407,0.284,2,-9.974,1,0.0325,0.855,0.00000459,0.109,0.557,95.33,190800,4
242,4WN7sK5S0oQ74hT6brZ46K,Chelou,"Telstar",0.547,0.283,2,-10.981,1,0.0302,0.604,0.19,0.0735,0.189,79.741,170388,4
243,0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,"When I Was Your Man",0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,213827,4
244,4gXpkXmHvaktsmmA1TJ2nv,Jordy Searcy,"Always/almost",0.67,0.278,4,-10.003,0,0.0407,0.764,0.00000789,0.111,0.576,77.978,215983,4
245,6UOkF086zUgYXnqFxqUvEI,Ben Rector,"Steady Love",0.678,0.277,11,-10.537,1,0.0602,0.843,0.00000391,0.104,0.238,76.935,224333,4
246,3e5yu9MkIvQx17mm7LF6KY,Canyon City,"Alone with You",0.549,0.274,1,-12.565,1,0.0379,0.798,0.00000663,0.103,0.207,86.664,186584,4
247,2x0kzA6hfFhSgHLqdW6UwP,Ben Howard,"Everything",0.514,0.261,3,-16.402,1,0.0498,0.724,0.00194,0.0469,0.346,141.393,285507,4
248,3CRJORXJpagbUMYZuj2lwX,Tom Odell,"Jubilee Road",0.457,0.261,6,-8.913,1,0.0485,0.716,0,0.0829,0.185,80.117,313259,4
249,4ZUUXUKXWc7YQuUY53Tfwx,Stephen Sanchez,"Kayla",0.432,0.26,8,-8.666,1,0.0278,0.851,0.0000041,0.115,0.299,137.977,175813,4
250,3rm4a3WFvyx71gXPGXsrsd,Emily James,"that'd be alright",0.664,0.258,10,-13.076,1,0.0296,0.824,0.0000729,0.0941,0.439,128.933,178440,4
251,5063zWIUKknkMJ7D9GbGSG,Jordy Searcy,"I Think It’s You",0.475,0.258,7,-9.031,1,0.0326,0.875,0.0000184,0.147,0.223,124.273,217267,4
252,2HnqhhoVPWwIxnpdSKfyGA,Passenger,"Catch in the Dark",0.517,0.256,1,-12.342,1,0.0346,0.586,0.0000187,0.101,0.251,109.458,208906,4
253,2cVBRjkwEdb4m5umqm10MD,Emily James,"New Name to Heartbreak",0.504,0.251,1,-9.874,0,0.0289,0.94,0.0000135,0.101,0.192,85.788,214720,4
254,7tjD0hvDyA9LecANtqIaEh,Ben Rector,"It Would Be You (Acoustic)",0.455,0.249,11,-9.603,1,0.0351,0.908,0.00000436,0.107,0.326,80.527,220133,4
255,7kr3xZk4yb3YSZ4VFtg2Qt,Billy Raffoul,"Acoustic",0.88,0.245,9,-10.245,1,0.446,0.785,0.0000319,0.0979,0.638,76.006,172200,4
256,47InLMACV8Tl2JgZL2tVPA,Emily James,"Who Would've Thought",0.583,0.245,9,-10.892,1,0.0326,0.914,0.0000708,0.122,0.182,130.011,236387,4
257,1xXSof69SqdGxJAdAIukRQ,Ben Rector,"Dream On",0.443,0.244,3,-9.541,1,0.0364,0.919,0,0.0836,0.373,79.142,163920,3
258,3WSfX5RhR8vln6IaaRFjq8,Passenger,"The Last Unicorn",0.616,0.239,3,-13.11,1,0.0333,0.876,0.0000773,0.12,0.532,91.689,182640,4
259,6k5o8YQhioUz54YY3CfcYB,Hazlett,"Mama's Boy",0.533,0.234,4,-14.511,1,0.0284,0.796,0.064,0.08,0.253,89.93,196924,4
260,0VONB1WEbtmatvlsmaPZKj,Jordy Searcy,"Rosalyn",0.48,0.231,8,-14.54,1,0.047,0.778,0,0.103,0.35,77.697,241080,4
261,2Ct8N1IDU0a9vakWJY7gFp,Riaan Benadé,"Nallies",0.703,0.229,9,-11.909,0,0.0328,0.687,0.00000717,0.0967,0.372,123.908,166187,4
262,6lTDzhs8J9mqHs4cShQFVO,Elina,"Wild Enough",0.501,0.229,11,-8.081,1,0.0728,0.891,0,0.148,0.286,80.876,186658,3
263,3zDSmvrJLefNhlhW14h5aM,Jordy Searcy,"Whisper",0.381,0.225,8,-9.646,1,0.0448,0.599,0,0.0783,0.313,89.134,242573,4
264,0Io5aNyPCvK31w1hffcTbC,Jordy Searcy,"Friendship?",0.571,0.224,4,-11.704,1,0.0646,0.696,0,0.103,0.506,108.526,220133,4
265,2CEEKREL8eUBhNvsafRAsb,Rhys Lewis,"Seasons",0.391,0.223,8,-15.361,1,0.0346,0.798,0.00000782,0.219,0.147,100.033,199867,4
266,5dlZWqrKiUY2xpCRFDcVLO,Emily James,"Bird of Prey",0.507,0.219,8,-12.283,1,0.0901,0.782,0.00000191,0.113,0.275,170.464,168213,4
267,4LDOieBPdFL4E8Z5raYuoq,The Paper Kites,"A Silent Cause",0.459,0.213,11,-15.839,1,0.0374,0.934,0.0242,0.112,0.383,88.897,263827,4
268,4I1MhYsQQ71wkE5DiCWw5T,Hazlett,"Stolen Seasons",0.663,0.212,10,-14.012,1,0.0265,0.833,0.204,0.116,0.32,97.998,181130,4
269,2Ak6HZreZATE3X1hxzGWVc,Andreas Moe,"Volcanoes",0.645,0.212,6,-11.621,1,0.0309,0.683,0,0.36,0.119,128.015,273440,4
270,1rEA1VSVUMpeKcBBG1Huaz,Passenger,"Restless Wind",0.286,0.197,1,-13.017,1,0.0286,0.543,0.000076,0.12,0.39,90.994,227333,4
271,7mMZ8mAtEWwx16VNKQKCtQ,The Paper Kites,"St. Clarity (Mahogany Sessions)",0.526,0.189,5,-11.372,0,0.035,0.854,0,0.367,0.27,96.949,152217,4
272,3OQmQTpwZBL3yTr5mCCvOH,Rhys Lewis,"July - Bedroom Session",0.578,0.185,11,-11.156,1,0.0412,0.959,0.00000212,0.0768,0.461,74.871,210720,4
273,2JAeS9tZjjAiJ2RHDfJMbo,Cody Fry,"Sailboat",0.332,0.173,10,-12.423,1,0.0304,0.661,0.00000517,0.142,0.323,173.126,236747,3
274,0y4zq960wgBj2gTdpshCZ1,Hazlett,"Cemetery",0.543,0.166,8,-15.36,1,0.0322,0.886,0.014,0.266,0.232,117.68,172305,4
275,4K9YS0nkXZMgV0F9JQoirx,Passenger,"Beautiful Birds (feat. Birdy)",0.313,0.166,2,-12.765,1,0.0304,0.906,0.00163,0.114,0.125,86.213,213707,4
276,0pipZCAXwFPd4efn3xU4x3,Jordy Searcy,"Jealousy",0.668,0.165,7,-12.91,1,0.0701,0.569,0.0000354,0.172,0.258,103.462,320733,4
277,6nmukSDAmw3XtbGKGD8056,Stephen Sanchez,"Because Of You",0.401,0.163,4,-10.94,1,0.0319,0.932,0,0.119,0.303,130.273,231413,3
278,0rM6Q9AmKWhCs1Yla9r3Pr,Passenger,"And I Love Her",0.658,0.158,5,-14.439,1,0.0376,0.894,0.0000106,0.116,0.224,116.853,162667,3
279,58J2it1iBwQ9QoEm1gelbD,Alex Aiono,"Unloving You - Acoustic Guitar Version",0.513,0.146,6,-12.106,1,0.0499,0.789,0,0.147,0.432,154.117,199665,4
280,30sxyKdIiwUIMDarYXO7F7,Emily James,"Down the Line",0.646,0.143,9,-13.38,1,0.0365,0.952,0.0000179,0.103,0.266,94.022,165000,4
281,7pwv8qF2fnu4Pbo43rd7i1,Jordy Searcy,"Explaining Jesus",0.422,0.143,5,-14.12,1,0.0334,0.808,0,0.112,0.189,108.951,231524,5
282,2lxBZVbkiCXC1soks2RXwV,Ben Rector,"Love Like This",0.637,0.14,2,-11.472,1,0.0407,0.903,0,0.107,0.392,139.78,214240,4
283,1FB6JEDsy3w5YTgg9d9zGw,Ben Rector,"Cliches (feat. Taylor Goldsmith)",0.561,0.139,8,-15.332,1,0.0353,0.875,0.0000261,0.107,0.486,89.768,222253,4
284,4kcnySwaXAKatz4c5U8MSI,Noah Reid,"Simply the Best (From Schitt's Creek)",0.441,0.138,11,-12.136,1,0.0352,0.93,0.00023,0.105,0.119,85.492,177919,4
285,0GZlSlTZdE43baosGAgQJa,The Paper Kites,"Too Late",0.604,0.135,9,-12.467,0,0.0279,0.689,0.0779,0.111,0.0792,102.971,373867,3
286,4ZnEY01lDD6wkuzAUPppx3,The National Parks,"You Are Gold",0.43,0.134,8,-13.504,1,0.0311,0.873,0.000349,0.113,0.163,107.92,216653,4
287,6H37tOnHZK67vNMN9Mjkgt,Jordy Searcy,"....",0.102,0.134,7,-26.51,1,0.0438,0.994,0.951,0.0533,0.0356,85.013,55240,3
288,7iTZBQ5kH8ZYDRNwF1OSmw,Hazlett,"Slow Running",0.536,0.133,2,-17.174,1,0.028,0.83,0.0671,0.111,0.0869,91.945,262206,4
289,3p8Kv8GcO4obTLPmsS459h,Stephen Sanchez,"Please Don't Go Home Yet",0.602,0.131,0,-10.587,1,0.0324,0.85,0,0.0817,0.269,98.412,214040,4
290,7Mxht6E0pDbEb8vyP76Amm,Hazlett,"Missionary Feelings",0.587,0.13,2,-13.234,1,0.0324,0.815,0.00115,0.0822,0.146,124.816,212298,4
291,18gbbV2VidYvGSblo3aGVt,The Paper Kites,"A Gathering On 57th",0.52,0.129,0,-15.577,1,0.0356,0.958,0.919,0.371,0.51,74.227,90973,3
292,5lalGRKfTwohXUhiNttBXn,Jordy Searcy,"Favorite Days",0.337,0.128,0,-13.633,1,0.0313,0.893,0.0000462,0.0827,0.433,83.026,312960,4
293,1dkdkugKNWnTtymesLcxGG,ISLAND,"Lilyflower",0.589,0.127,3,-13.227,1,0.0325,0.874,0.0002,0.138,0.262,102.581,202507,4
294,6NzO8H8HWe1hHaiZWiGpXH,Skott,"Overcome",0.278,0.126,0,-20.381,0,0.04,0.961,0.204,0.0837,0.0829,120.381,187746,4
295,1BYNqzIR1Pawhzx44YvXdw,Brooke Fraser,"Sailboats",0.456,0.125,7,-13.814,1,0.0335,0.884,0.000041,0.0935,0.213,132.575,198113,3
296,01LEUIGH4Mup0hV3gHNgx0,Emily James,"Dreaming",0.616,0.122,0,-12.345,1,0.034,0.956,0,0.122,0.0902,98.182,214088,4
297,5OnyAcESvyIfRG3MkstEAC,Jordy Searcy,"...",0.185,0.119,7,-27.131,1,0.0401,0.943,0.9,0.0987,0.307,189.952,42493,4
298,5MfSZLVieda0XEtoaMX0oj,Hazlett,"Blame The Moon",0.507,0.114,10,-15.364,1,0.0305,0.815,0.00394,0.0682,0.0565,74.905,223724,4
299,2E0Lr1ecydv5MjTYYM0WhN,Stephen Sanchez,"Easy On My Eyes",0.501,0.105,7,-13.042,1,0.041,0.948,0,0.0875,0.203,122.334,238173,4
300,3SIuy1JW4rjGPjX2UA8bYK,Emily James,"For an Evening",0.469,0.105,0,-12.118,1,0.05,0.968,0.00015,0.132,0.184,163.301,255667,4
301,0B4oP0rG4y7oxugGDNNw78,Mountains of the Moon,"Bayou",0.344,0.0971,10,-16.212,0,0.0341,0.892,0.024,0.0875,0.0985,157.888,443999,3
302,48ce9gtBjXhq73lTBLM09x,Ben Rector,"Extraordinary Magic",0.506,0.0864,11,-14.38,1,0.0404,0.849,0,0.135,0.463,107.214,173040,3
303,61CVlBAPN1rIJdJdpU2MHx,Wild Rivers,"Mayday",0.346,0.0862,5,-14.555,1,0.0339,0.959,0.0000268,0.11,0.0821,90.881,160083,5
304,4oVwdsQwrZAivpVy5paqL2,The Paper Kites,"Neon Crimson",0.334,0.0844,2,-18.308,0,0.0372,0.97,0.0166,0.106,0.209,82.727,263307,4
305,6FRSh751lnqS0JGHRg8Dol,Jordy Searcy,"Loved Loving You",0.538,0.0805,4,-11.719,1,0.0422,0.818,0,0.0845,0.39,140.955,192720,4
306,2eOYPlzlcyxjWkNlpz8Hyv,The National Parks,"Don't Go My Darlin'",0.465,0.0557,11,-14.434,1,0.0376,0.696,0.00000103,0.103,0.104,110.638,277733,3
307,6Vp0ofQMO9LY8EJOwokZq2,Ben Rector,"Forever Like That - Live",0.589,0.0441,8,-17.108,1,0.062,0.87,0,0.7,0.31,106.492,272853,3
308,2cXcizftGUHRwgDgXLSHVb,The Lumineers,"Boots Of Spanish Leather",0.58,0.0257,11,-16.587,1,0.0443,0.909,0.00000113,0.111,0.261,100.513,281227,4
309,0XwrsfUtf47y3z1kS81Hql,The Paper Kites,"Does it Ever Cross Your Mind",0.408,0.016,4,-19.054,1,0.0418,0.937,0.0168,0.112,0.245,124.316,163640,4
